0,101209.10084306389
1,101451.47703640866
2,101411.07495560692
3,101203.48428489795
4,101491.65890705906
5,101232.04123828803
6,101322.96942672515
7,101282.19666246578
8,101475.21483223565
9,101230.62225013324
10,101317.77084867118
11,101561.33725241572
12,101344.7480454498
13,101376.21065335783
14,101373.34238285698
15,101213.63113081182
16,101353.2140117898
17,101262.13369057099
18,101188.1112305691
19,101301.38155673708
20,101272.59979583918
21,101180.64473810654
22,101390.67019888503
23,101278.62873368192
24,101160.41556337081
25,101351.66771671735
26,101245.84352603722
27,101356.83390723795
28,101410.85725040264
29,101267.37440698885
30,101457.43353342751
31,101110.47677986308
32,101290.93851158448
33,101063.21120007083
34,101250.82399727884
35,101249.50757914477
36,101393.7646018571
37,101192.71927496501
38,101352.12008882084
39,101030.71927712315
40,101340.38579188882
41,101191.84232136005
42,101203.45051849884
43,101247.7145809818
44,101301.87225021826
45,101446.88014144363
46,101429.44516387062
47,101140.5020560512
48,101256.6832951079
49,101439.91323543714
50,101251.63282232212
51,101194.91860004351
52,101288.10420018327
53,101393.1686365782
54,101162.09723577122
55,101109.5985917146
56,101354.7270246908
57,101089.47839268734
58,101197.31327184678
59,101405.9975171022
60,101162.60149986728
61,101207.58429923248
62,101328.47425762373
63,101115.43218451024
64,101449.83669579346
65,101286.1727257218
66,101224.36641392813
67,101087.24222329959
68,101280.25828384246
69,101383.83230359157
70,101147.04664911315
71,101311.07193304333
72,101233.67158332161
73,101333.53414909434
74,101255.09608277185
75,101208.73748646976
76,101240.69648554582
77,101220.7537797876
78,101366.02461626103
79,101173.94070333116
80,101094.68282638749
81,101139.54691850793
82,101265.1296374909
83,101362.82279758275
84,101303.02566437035
85,101142.14662775659
86,101318.4437052176
87,101224.11177301781
88,101241.16835007416
89,101459.43960585495
90,101319.18536583286
91,101005.12958820861
92,101290.85551624396
93,101284.23877161213
94,101252.6453486713
95,101295.0016046142
96,101114.17324250216
97,101150.83756122527
98,101310.58339713048
99,101270.8663203528
100,101301.87002545466
101,101197.06949681992
102,101308.02871880203
103,101298.73282277271
104,101158.41368343342
105,101313.93525872525
106,101312.44882787041
107,101191.8632155933
108,101322.01316311202
109,101196.54729387249
110,101198.1888701294
111,101269.9138303519
112,101046.5647943777
113,101196.42729145872
114,101082.75869573784
115,101298.10177673778
116,101296.49115218826
117,101240.48556316078
118,101289.58266926557
119,101138.19182185853
120,101015.92174706531
121,101395.41336855936
122,101216.56720040635
123,101374.43690872003
124,101159.98943036905
125,101180.22418033726
126,101459.28529018008
127,101502.25800693729
128,101235.77485880343
129,101197.88057077631
130,101226.2674962469
131,101266.2061513548
132,101188.28264591658
133,101218.97755350394
134,101119.42350421535
135,101057.06525976733
136,101231.80782519326
137,101118.26172567997
138,101141.41189164836
139,101145.4416443354
140,101220.59083023363
141,101149.05801779627
142,101160.54645513272
143,100973.79095161604
144,101085.43539407704
145,101166.25526618327
146,101306.87094734058
147,101158.9778221889
148,101334.91344769562
149,101373.5706951155
150,101257.39163358338
151,101271.33419870993
152,101360.97972087702
153,101203.93967455288
154,101390.20613269808
155,101136.7534251274
156,101080.49199383428
157,101133.47669656687
158,101319.39028052142
159,101247.99558709408
160,101225.20796629724
161,101261.27186967591
162,101134.86896304823
163,101102.18851310704
164,101258.72196191235
165,101341.10279599455
166,101051.90573605319
167,101164.90318475076
168,101163.9148928847
169,101296.3357518891
170,101194.071215921
171,101330.0418042526
172,101217.83656075253
173,100965.01965301645
174,101212.51720959437
175,101244.44457750411
176,101214.96119021883
177,101201.19054724881
178,101154.65428275458
179,101028.38546782783
180,101252.5857498972
181,101115.23387039764
182,101222.55666582612
183,101273.25566466253
184,101136.21188433428
185,101076.52220038162
186,101087.78122895704
187,101295.58544015065
188,101186.17590580229
189,100995.57104751802
190,101269.21960987999
191,101160.32534348774
192,101235.38834951306
193,101300.13031308177
194,101209.01334764392
195,101133.09519159902
196,101113.3883977143
197,101138.01165773119
198,101124.74105543121
199,101072.52460297439
200,100943.92563660444
201,101133.15872644298
202,101286.52081713689
203,101153.76158246853
204,101062.93258413585
205,101234.94418652127
206,101065.65527496007
207,101178.76484556835
208,100945.64979411008
